tanggal,harga_ayam_boiler,harga ayam kampung,harga bawang merah medium,harga bawang putih impor honan,harga bawang putih impor kating,harga beras medium,harga beras premium,harga cabai merah besar,harga cabai merah keriting,harga cabai rawit hijau,harga cabai rawit merah,harga daging sapi impor beku,harga daging sapi lokal daging has luar sirloin,harga daging sapi lokal daging sandung lamur brisket,harga daging sapi lokal daging tetelan,harga daging sapi lokal has dalam,harga daging sapi lokal paha belakang,harga garam beryodium bata,harga garam beryodium halus,harga gula pasir,harga ikan kembung,harga ikan teri asin,harga indomie rasa kari ayam,harga jagung pipilan kecil,harga kacang hijau,harga kacang kedelai eks impor,harga kacang kedelai lokal,harga kacang tanah,harga ketela pohon,harga minyak goreng bimoli botol,harga minyak goreng curah,harga susu bubuk kaleng merk bendera,harga susu bubuk kaleng merk indomilk,harga susu kental manis kaleng merk bendera,harga susu kental manis kaleng merk indomilk,harga telur ayam kampung,harga telur ayam ras,harga tepung terigu segitiga biru
2018-10-03,34940.0,88750.0,26960.0,25000.0,27740.0,10690.0,12450.0,36760.0,34400.0,33800.0,36540.0,89150.0,130000.0,96667.0,63333.0,146667.0,120000.0,3660.0,10440.0,12610.0,35400.0,107000.0,2440.0,15900.0,21600.0,12675.0,12150.0,24540.0,5060.0,13350.0,12300.0,44175.0,42550.0,11300.0,9920.0,2260.0,22440.0,10140.0
2018-10-04,36740.0,83750.0,26260.0,25000.0,27840.0,10640.0,12450.0,36660.0,35000.0,34000.0,38340.0,89150.0,130000.0,99167.0,60000.0,146667.0,120000.0,3680.0,11540.0,12660.0,36400.0,109000.0,2440.0,15900.0,21300.0,12050.0,12150.0,23940.0,5060.0,13300.0,12150.0,44175.0,42550.0,11300.0,10020.0,2240.0,22540.0,10240.0
2018-10-05,36540.0,88750.0,25060.0,26000.0,28740.0,10540.0,12825.0,35160.0,34500.0,32000.0,35340.0,89150.0,130000.0,106667.0,68333.0,146667.0,120000.0,3660.0,9940.0,12960.0,36900.0,105000.0,2440.0,15900.0,21900.0,12925.0,12150.0,25040.0,5260.0,13450.0,12250.0,44175.0,42550.0,11900.0,9920.0,2320.0,22440.0,10140.0
2018-10-08,36740.0,82500.0,26560.0,23500.0,28740.0,10540.0,12575.0,37660.0,34400.0,34200.0,35540.0,89150.0,130000.0,93333.0,73333.0,146667.0,120000.0,3840.0,10840.0,12810.0,35400.0,111000.0,2440.0,15900.0,21300.0,12050.0,12150.0,24440.0,5060.0,13100.0,12150.0,44175.0,42550.0,11300.0,9920.0,2280.0,22440.0,10240.0
2018-10-09,34940.0,93750.0,25060.0,23500.0,29440.0,10540.0,12888.0,37660.0,35500.0,33100.0,37240.0,89150.0,133333.0,113333.0,76667.0,151667.0,121000.0,3660.0,10040.0,12860.0,36400.0,107000.0,2440.0,15900.0,23000.0,12925.0,12150.0,25740.0,5260.0,13500.0,12400.0,44175.0,42550.0,12100.0,10320.0,2410.0,22940.0,10140.0
2018-10-10,38740.0,87500.0,28260.0,23500.0,31440.0,10740.0,12575.0,40660.0,34500.0,35900.0,38740.0,89150.0,128333.0,93333.0,66667.0,146667.0,120000.0,3740.0,10540.0,12860.0,35400.0,111000.0,2440.0,15900.0,22500.0,12675.0,12150.0,26740.0,5060.0,13000.0,11900.0,44175.0,42550.0,11400.0,9920.0,2370.0,22940.0,10040.0
2018-10-11,37540.0,87500.0,27360.0,22500.0,31140.0,10940.0,12575.0,38160.0,35500.0,38000.0,38240.0,89150.0,130000.0,96667.0,70000.0,150000.0,120000.0,3660.0,10540.0,12610.0,35400.0,109500.0,2440.0,15900.0,22500.0,12300.0,12150.0,26640.0,5060.0,13500.0,12000.0,44175.0,42550.0,11300.0,9920.0,2360.0,22740.0,10140.0
2018-10-12,38940.0,83750.0,27260.0,23500.0,31940.0,10740.0,12575.0,40160.0,35500.0,36500.0,36740.0,89150.0,126667.0,93333.0,66667.0,146667.0,120000.0,3840.0,10240.0,12760.0,35400.0,112000.0,2440.0,15900.0,21900.0,11925.0,12150.0,26440.0,5060.0,12900.0,11800.0,44175.0,42550.0,11300.0,9920.0,2290.0,22340.0,10140.0
2018-10-15,38540.0,83750.0,26160.0,25000.0,30940.0,10990.0,12575.0,39660.0,35300.0,37000.0,36240.0,89150.0,126667.0,93333.0,66667.0,146667.0,120000.0,3680.0,10540.0,12460.0,35400.0,111000.0,2440.0,15900.0,21800.0,12175.0,12150.0,26840.0,5060.0,13100.0,11900.0,44175.0,42425.0,11300.0,9920.0,2350.0,22640.0,10140.0
2018-10-16,37940.0,85000.0,26960.0,22500.0,30040.0,10440.0,12450.0,37160.0,34700.0,36100.0,36340.0,89150.0,126667.0,100000.0,70000.0,146667.0,120000.0,3680.0,11040.0,12810.0,35900.0,110000.0,2440.0,15900.0,22000.0,13175.0,12150.0,27240.0,5060.0,13200.0,11900.0,44175.0,42550.0,11300.0,10020.0,2320.0,22640.0,10240.0
2018-10-17,38940.0,89375.0,26960.0,26500.0,31340.0,10640.0,12575.0,42460.0,39800.0,39200.0,39740.0,89150.0,126667.0,100000.0,58333.0,148333.0,119500.0,3660.0,11840.0,12510.0,36400.0,111000.0,2440.0,15900.0,22200.0,12175.0,12150.0,26740.0,5260.0,13400.0,11900.0,44175.0,42550.0,11400.0,9920.0,2210.0,22440.0,9940.0
2018-10-18,38940.0,92500.0,26460.0,26500.0,30940.0,10640.0,10060.0,42160.0,39000.0,38200.0,37740.0,89150.0,126667.0,100000.0,68333.0,146667.0,120000.0,3660.0,10540.0,12260.0,36400.0,110000.0,2440.0,15900.0,21800.0,11800.0,12150.0,26740.0,5260.0,13200.0,11500.0,44175.0,42550.0,11300.0,9920.0,2310.0,22240.0,9940.0
2018-10-19,38940.0,86250.0,26460.0,26500.0,30940.0,10740.0,12575.0,40160.0,39000.0,37200.0,38340.0,89150.0,126667.0,93333.0,68333.0,146667.0,120000.0,3840.0,10540.0,12660.0,35400.0,110000.0,2440.0,15900.0,21800.0,11800.0,12150.0,26940.0,5260.0,13000.0,11700.0,44175.0,42550.0,11300.0,9920.0,2370.0,22240.0,9940.0
2018-10-22,38540.0,86250.0,26860.0,26500.0,30740.0,10740.0,12575.0,39660.0,39700.0,37800.0,40340.0,89150.0,126667.0,93333.0,68333.0,146667.0,120000.0,3840.0,10540.0,12810.0,35400.0,111000.0,2440.0,15900.0,22300.0,12300.0,12150.0,26840.0,5260.0,13100.0,11900.0,44175.0,42550.0,11300.0,9920.0,2320.0,22340.0,10040.0
2018-10-23,38740.0,86250.0,27160.0,26500.0,31940.0,10690.0,12450.0,40160.0,38500.0,37700.0,39340.0,89150.0,126667.0,93333.0,70000.0,146667.0,120000.0,3840.0,10540.0,12810.0,35400.0,111000.0,2440.0,15900.0,21800.0,12175.0,12150.0,26740.0,5260.0,12900.0,11900.0,44175.0,42550.0,11300.0,9920.0,2320.0,22440.0,10040.0
2018-10-24,38340.0,86250.0,27360.0,26500.0,32940.0,10740.0,12575.0,40160.0,40000.0,35500.0,39840.0,89150.0,126667.0,93333.0,73333.0,146667.0,120000.0,3840.0,10540.0,12860.0,35400.0,111000.0,2440.0,15900.0,22100.0,12175.0,12150.0,26740.0,5260.0,13100.0,11900.0,44175.0,42550.0,11300.0,9920.0,2290.0,22240.0,10140.0
2018-10-25,36540.0,84375.0,26660.0,24000.0,31040.0,10540.0,12575.0,43160.0,40800.0,36200.0,40340.0,89150.0,133333.0,111667.0,81667.0,150000.0,120000.0,3640.0,10540.0,12860.0,37400.0,112000.0,2440.0,15900.0,22000.0,12550.0,12150.0,25740.0,5260.0,13600.0,12400.0,44175.0,42550.0,11300.0,9920.0,2360.0,22040.0,10140.0
2018-10-26,36540.0,84375.0,27160.0,24000.0,30540.0,10440.0,12450.0,42160.0,40000.0,35400.0,39840.0,89150.0,130000.0,106667.0,83333.0,146667.0,119000.0,3640.0,10540.0,12760.0,36400.0,111500.0,2440.0,15900.0,22800.0,12550.0,12150.0,25440.0,5260.0,13500.0,12200.0,44175.0,42550.0,11400.0,9920.0,2390.0,21940.0,10140.0
2018-10-29,36940.0,84375.0,24860.0,26500.0,29540.0,10490.0,12513.0,40160.0,40000.0,35700.0,38340.0,89150.0,126667.0,93333.0,60000.0,146667.0,119000.0,3680.0,10840.0,12510.0,35400.0,110500.0,2440.0,15900.0,22200.0,12175.0,12150.0,25540.0,5260.0,13300.0,11900.0,44175.0,42425.0,11400.0,9920.0,2260.0,21940.0,9840.0
2018-10-30,36800.0,82075.0,25560.0,26500.0,29200.0,10860.0,13000.0,41800.0,42400.0,36960.0,37640.0,88350.0,126667.0,93333.0,58333.0,148333.0,118160.0,3280.0,11840.0,12460.0,37200.0,109340.0,2440.0,14167.0,21460.0,12200.0,12850.0,25160.0,5200.0,13300.0,12100.0,44325.0,42575.0,11800.0,10360.0,2230.0,21800.0,10100.0
2018-10-31,35800.0,90825.0,26260.0,26500.0,30200.0,10760.0,12750.0,43000.0,42900.0,38260.0,39140.0,88350.0,126667.0,100000.0,65000.0,143333.0,118660.0,3480.0,11440.0,12660.0,35200.0,108340.0,2440.0,14167.0,21460.0,13075.0,12850.0,25560.0,5200.0,13250.0,12200.0,44325.0,42700.0,11700.0,10360.0,2260.0,21700.0,10300.0
2018-11-01,36600.0,89575.0,25260.0,26500.0,29000.0,10860.0,12875.0,41000.0,42400.0,37260.0,37640.0,88350.0,126667.0,100000.0,61667.0,143333.0,118660.0,3280.0,10940.0,12360.0,35200.0,106640.0,2440.0,14167.0,20860.0,12075.0,12850.0,25260.0,5200.0,13200.0,12000.0,44325.0,42700.0,11700.0,10360.0,2260.0,21600.0,10100.0
2018-11-02,36400.0,89575.0,26960.0,26500.0,29600.0,10860.0,12875.0,38000.0,38400.0,35160.0,35640.0,88350.0,126667.0,100000.0,60000.0,143333.0,118660.0,3420.0,10940.0,12360.0,36200.0,108340.0,2440.0,14167.0,21460.0,12325.0,12850.0,24060.0,5400.0,13200.0,12000.0,44575.0,42950.0,11700.0,10360.0,2210.0,21700.0,10100.0
2018-11-05,36000.0,89575.0,26160.0,26500.0,28700.0,10760.0,13000.0,38000.0,37400.0,34360.0,35240.0,88350.0,126667.0,93333.0,66667.0,143333.0,118660.0,3420.0,10940.0,12260.0,37200.0,108340.0,2440.0,14167.0,22260.0,12450.0,12850.0,24060.0,5400.0,13300.0,11800.0,44575.0,42825.0,11700.0,10260.0,2260.0,22000.0,10100.0
2018-11-06,36000.0,89575.0,26160.0,26500.0,28600.0,10710.0,12875.0,39000.0,36400.0,33360.0,34240.0,88350.0,126667.0,93333.0,63333.0,143333.0,118160.0,3220.0,10840.0,12360.0,37200.0,106340.0,2440.0,14167.0,21960.0,12325.0,12850.0,23560.0,5400.0,13200.0,11800.0,44575.0,42825.0,11700.0,10260.0,2260.0,22000.0,10100.0
2018-11-07,36400.0,92700.0,27660.0,26500.0,30100.0,10760.0,13063.0,38500.0,38900.0,34060.0,35240.0,88350.0,131667.0,100000.0,76667.0,148333.0,119660.0,3120.0,10740.0,12460.0,37200.0,112340.0,2440.0,14167.0,22560.0,13325.0,12850.0,24960.0,5400.0,13400.0,12000.0,44575.0,42825.0,11700.0,10260.0,2260.0,22200.0,10300.0
2018-11-08,35500.0,92700.0,26560.0,26500.0,29600.0,10560.0,12750.0,36500.0,36900.0,33760.0,37640.0,88350.0,126667.0,93333.0,63333.0,143333.0,117660.0,3220.0,11440.0,12460.0,37200.0,108840.0,2440.0,13500.0,22660.0,12700.0,12850.0,23960.0,5400.0,13200.0,11700.0,44575.0,42825.0,11800.0,10260.0,2260.0,22200.0,10200.0
2018-11-09,36200.0,92075.0,27060.0,25000.0,29300.0,10760.0,13000.0,36000.0,37400.0,35260.0,39140.0,88350.0,126667.0,106667.0,65000.0,146667.0,118660.0,3200.0,10340.0,12960.0,36700.0,108340.0,2440.0,13500.0,22360.0,12825.0,12850.0,24360.0,5400.0,13500.0,12000.0,44575.0,42950.0,12300.0,10160.0,2220.0,21950.0,10100.0
2018-11-12,35800.0,85825.0,27860.0,26500.0,28600.0,10860.0,13000.0,35500.0,36400.0,32760.0,36140.0,88350.0,126667.0,93333.0,63333.0,146667.0,118660.0,3380.0,11040.0,13060.0,35200.0,108340.0,2440.0,13500.0,21860.0,12325.0,12850.0,24160.0,5400.0,13100.0,11700.0,44575.0,42950.0,11700.0,10160.0,2320.0,22000.0,9900.0
2018-11-13,36800.0,81675.0,29140.0,25000.0,28740.0,10540.0,12700.0,37160.0,36660.0,32540.0,39660.0,89150.0,126667.0,93333.0,65000.0,143333.0,120000.0,3540.0,10800.0,12440.0,38360.0,110500.0,2440.0,15433.0,22600.0,12175.0,12000.0,25100.0,5260.0,13310.0,11950.0,44750.0,43175.0,11460.0,9580.0,2250.0,23000.0,9900.0
2018-11-14,36000.0,81675.0,28340.0,26500.0,28940.0,10490.0,12575.0,37160.0,36160.0,32040.0,40160.0,89150.0,130000.0,106667.0,73333.0,143333.0,120000.0,3500.0,10700.0,12890.0,37860.0,111500.0,2440.0,15433.0,22600.0,12550.0,12000.0,25000.0,5260.0,13460.0,11800.0,44750.0,43300.0,11460.0,9680.0,2260.0,23300.0,10100.0
2018-11-15,36660.0,82075.0,28060.0,26500.0,29460.0,10690.0,12825.0,36160.0,37260.0,33200.0,37860.0,89150.0,126667.0,101667.0,68333.0,145000.0,117160.0,3780.0,10800.0,12810.0,38940.0,122340.0,2460.0,16233.0,23600.0,12750.0,12000.0,25740.0,5200.0,13740.0,11960.0,44575.0,42800.0,11660.0,10000.0,2300.0,22140.0,10540.0
2018-11-16,36860.0,82075.0,27060.0,24000.0,28160.0,10640.0,12825.0,37160.0,35760.0,32400.0,35860.0,89150.0,126667.0,93333.0,64167.0,143333.0,118660.0,3680.0,10500.0,12560.0,37740.0,118040.0,2460.0,16233.0,22400.0,11750.0,12000.0,24740.0,5200.0,13540.0,11560.0,44575.0,42800.0,11560.0,10000.0,2300.0,22640.0,10340.0
2018-11-19,36860.0,81450.0,27360.0,24000.0,28660.0,10640.0,12825.0,35660.0,36760.0,34000.0,36860.0,89150.0,126667.0,93333.0,61667.0,145000.0,118160.0,3680.0,11800.0,12660.0,37940.0,119340.0,2460.0,16233.0,22800.0,12125.0,12000.0,24940.0,5200.0,13640.0,11960.0,44575.0,42800.0,11660.0,10500.0,2300.0,22740.0,10340.0
2018-11-21,37060.0,81450.0,28760.0,26500.0,29260.0,10640.0,12825.0,35860.0,35760.0,31600.0,34460.0,89150.0,126667.0,100000.0,67500.0,143333.0,118660.0,3780.0,10400.0,12610.0,38940.0,121340.0,2460.0,16233.0,23200.0,12125.0,12000.0,25240.0,5200.0,13740.0,12060.0,44575.0,42800.0,11560.0,10100.0,2150.0,23140.0,10440.0
2018-11-22,35860.0,81450.0,29460.0,26500.0,29500.0,10590.0,12763.0,36160.0,35760.0,32700.0,35360.0,90000.0,126667.0,100000.0,68333.0,143333.0,118500.0,3780.0,10400.0,12500.0,37660.0,122660.0,2460.0,16000.0,22900.0,12250.0,12100.0,25200.0,5200.0,13640.0,12110.0,44500.0,42800.0,11560.0,10260.0,2250.0,23340.0,10740.0
2018-11-23,35060.0,83950.0,29260.0,26500.0,29600.0,10540.0,12388.0,37160.0,35760.0,30200.0,33860.0,90000.0,126667.0,93333.0,62500.0,143333.0,119000.0,3780.0,10200.0,12650.0,37660.0,116660.0,2460.0,16000.0,22600.0,12125.0,12100.0,24600.0,5400.0,13340.0,11760.0,44500.0,42800.0,11560.0,10160.0,2200.0,23340.0,10640.0
2018-11-26,35660.0,83950.0,29060.0,26500.0,29600.0,10590.0,12513.0,36660.0,34260.0,30200.0,33860.0,90000.0,126667.0,93333.0,63333.0,143333.0,119000.0,3780.0,10700.0,12650.0,37660.0,118660.0,2460.0,16000.0,22700.0,12250.0,12100.0,25000.0,5400.0,13440.0,12010.0,44500.0,42800.0,11560.0,10160.0,2200.0,23340.0,10740.0
2018-11-27,35660.0,83950.0,28660.0,28000.0,29600.0,10540.0,12575.0,34660.0,32760.0,30200.0,32860.0,90000.0,126667.0,90000.0,60000.0,143333.0,119000.0,3780.0,10400.0,12600.0,37660.0,118660.0,2460.0,16000.0,22600.0,12250.0,12100.0,24800.0,5200.0,13340.0,11860.0,44500.0,42800.0,11560.0,10160.0,2200.0,23040.0,10640.0
2018-11-28,36260.0,88950.0,30960.0,28000.0,32600.0,10690.0,12950.0,37660.0,35760.0,32200.0,34860.0,90000.0,133333.0,100000.0,62500.0,150000.0,121000.0,3780.0,10500.0,12800.0,38660.0,120660.0,2460.0,16000.0,22600.0,13125.0,12100.0,25400.0,5200.0,13540.0,12010.0,44500.0,42800.0,11560.0,10160.0,2250.0,23240.0,10740.0
2018-11-29,38260.0,82075.0,30060.0,26500.0,28600.0,10640.0,12825.0,37160.0,34760.0,34300.0,34360.0,90000.0,126667.0,100000.0,71667.0,143333.0,119000.0,3780.0,10500.0,12550.0,40660.0,125660.0,2460.0,16000.0,23000.0,12125.0,12100.0,25500.0,5200.0,13640.0,12060.0,44500.0,42800.0,11560.0,10260.0,2200.0,23340.0,10540.0
2018-11-30,37560.0,84575.0,30060.0,28000.0,30100.0,10590.0,12638.0,37660.0,35260.0,34200.0,34860.0,90000.0,126667.0,93333.0,63333.0,143333.0,119000.0,3780.0,10900.0,12650.0,39660.0,120660.0,2460.0,16000.0,22100.0,12250.0,12100.0,24900.0,5200.0,13240.0,11760.0,44500.0,42800.0,11560.0,10160.0,2180.0,23440.0,10840.0
2018-12-03,38060.0,93325.0,30160.0,25500.0,29100.0,10790.0,13137.5,36660.0,35760.0,35500.0,35360.0,90000.0,126666.6667,106666.6667,65833.33333,146666.6667,118000.0,3600.0,10400.0,12900.0,39160.0,120660.0,2460.0,16000.0,23900.0,13750.0,12100.0,25900.0,5200.0,13640.0,12060.0,44500.0,42800.0,12160.0,10160.0,2300.0,23940.0,10740.0
2018-12-04,37560.0,88325.0,32360.0,27500.0,28100.0,10590.0,13012.5,37160.0,33760.0,32500.0,34360.0,90000.0,120000.0,90000.0,65000.0,143333.3333,122500.0,3200.0,10400.0,12600.0,40160.0,121660.0,2460.0,16000.0,23000.0,12125.0,12100.0,25300.0,5400.0,13340.0,11660.0,44500.0,42800.0,11560.0,10260.0,2200.0,23940.0,10040.0
2018-12-05,37460.0,90825.0,31400.0,26500.0,27960.0,10500.0,13125.0,32260.0,32360.0,29960.0,32900.0,85000.0,120000.0,106666.6667,64166.66667000001,146666.6667,123160.0,3120.0,10200.0,12810.0,40840.0,115800.0,2440.0,15400.0,22400.0,13075.0,11850.0,26000.0,5460.0,13300.0,11760.0,44750.0,42675.0,12060.0,9820.0,2300.0,24600.0,9660.0
2018-12-06,37060.0,90825.0,31400.0,26500.0,27260.0,10450.0,13062.5,32660.0,32660.0,30460.0,32300.0,85000.0,120000.0,106666.6667,66666.66667,146666.6667,123660.0,3120.0,10100.0,12860.0,40840.0,115800.0,2440.0,15400.0,22400.0,13075.0,11850.0,26100.0,5460.0,13300.0,11810.0,44750.0,42675.0,12060.0,9820.0,2300.0,24600.0,9760.0
2018-12-07,36860.0,90825.0,30200.0,25500.0,28960.0,10500.0,12625.0,33160.0,31660.0,29260.0,30800.0,85000.0,120000.0,106666.6667,71666.66667,146666.6667,123660.0,3520.0,10200.0,12760.0,40840.0,114500.0,2440.0,15400.0,22100.0,12575.0,11850.0,26400.0,5460.0,13400.0,11660.0,44750.0,42675.0,12060.0,9820.0,2390.0,25400.0,9660.0
2018-12-10,37460.0,89575.0,30500.0,25500.0,28860.0,10500.0,12625.0,33660.0,33160.0,29960.0,32300.0,85000.0,121666.6667,108333.3333,73333.33333,148333.3333,123660.0,3920.0,10500.0,12760.0,41340.0,116800.0,2440.0,15400.0,22400.0,13200.0,11850.0,26100.0,5460.0,13400.0,11860.0,44750.0,42675.0,12060.0,9820.0,2340.0,25400.0,9760.0
2018-12-11,37660.0,78325.0,30600.0,26500.0,28460.0,10350.0,12250.0,35660.0,31660.0,30260.0,30800.0,85000.0,120000.0,100000.0,70000.0,143333.3333,123660.0,3700.0,10700.0,12460.0,41840.0,119800.0,2440.0,15400.0,22000.0,12200.0,11850.0,25700.0,5460.0,13500.0,11860.0,44750.0,42675.0,11460.0,9920.0,2340.0,25500.0,9760.0
2018-12-12,37560.0,80000.0,31060.0,26500.0,29740.0,10590.0,12375.0,36340.0,32540.0,30840.0,31660.0,84150.0,120000.0,100000.0,73333.33333,143333.3333,123660.0,3780.0,10860.0,12490.0,40840.0,120740.0,2440.0,15433.33333,22040.0,12200.0,11900.0,25660.0,5300.0,13460.0,11950.0,44575.0,42500.0,11500.0,9960.0,2370.0,25460.0,9960.0
2018-12-13,37360.0,84375.0,31360.0,26500.0,29340.0,10540.0,12375.0,38840.0,34040.0,31840.0,33660.0,84150.0,121666.6667,103333.3333,80000.0,146666.6667,123660.0,3780.0,10860.0,12540.0,41340.0,119740.0,2440.0,15433.33333,21940.0,12450.0,11900.0,25660.0,5300.0,13460.0,11950.0,44575.0,42500.0,11500.0,9960.0,2370.0,25260.0,9960.0
2018-12-14,37760.0,83750.0,31960.0,29000.0,27840.0,10590.0,12375.0,40840.0,32540.0,31740.0,33160.0,84150.0,120000.0,93333.33333,66666.66667,143333.3333,123660.0,3780.0,10360.0,12890.0,39840.0,113740.0,2440.0,15433.33333,21340.0,12075.0,11900.0,25360.0,5300.0,13060.0,11600.0,44575.0,42500.0,11500.0,9860.0,2220.0,26060.0,9760.0
2018-12-17,37640.0,83925.0,30940.0,28000.0,28040.0,10550.0,12437.5,43340.0,33560.0,32960.0,33160.0,85850.0,120000.0,91666.66667,60000.0,143333.3333,123660.0,3780.0,10600.0,12910.0,39600.0,114360.0,2460.0,15900.0,21160.0,12075.0,12250.0,25040.0,5340.0,13060.0,11760.0,44450.0,42425.0,11460.0,9820.0,2190.0,26200.0,9700.0
2018-12-18,39060.0,83750.0,30600.0,26500.0,28040.0,13262.5,12437.5,41840.0,34260.0,32240.0,34240.0,87500.0,120000.0,93333.33333,63333.33333,143333.3333,123340.0,3620.0,10600.0,12510.0,38800.0,110260.0,2460.0,16400.0,21760.0,12075.0,12250.0,22560.0,5340.0,13340.0,11560.0,44375.0,42325.0,11460.0,9820.0,2240.0,26660.0,9500.0
2018-12-19,39060.0,83750.0,31000.0,26500.0,28740.0,13387.5,12500.0,42840.0,34460.0,31740.0,37240.0,87500.0,120000.0,93333.33333,60000.0,143333.3333,123340.0,3620.0,10500.0,12460.0,38300.0,110260.0,2460.0,16400.0,21560.0,12075.0,12250.0,22760.0,5340.0,13140.0,11560.0,44375.0,42325.0,11460.0,9820.0,2190.0,26660.0,9700.0
2018-12-20,39060.0,83750.0,30460.0,26500.0,28160.0,13250.0,12500.0,42200.0,33160.0,28440.0,37100.0,86650.0,120000.0,93333.33333,64166.66667000001,143333.3333,123340.0,3620.0,10500.0,12360.0,38800.0,110600.0,2460.0,16400.0,21300.0,12075.0,12100.0,22760.0,5340.0,13140.0,11560.0,44375.0,42325.0,11460.0,9820.0,2340.0,26600.0,9740.0
2018-12-21,38860.0,86250.0,30260.0,26500.0,28160.0,13187.5,12437.5,42200.0,33660.0,27240.0,37600.0,86650.0,120000.0,93333.33333,63333.33333,143333.3333,123340.0,3620.0,10600.0,12360.0,37800.0,109600.0,2460.0,16400.0,21100.0,11825.0,12100.0,26300.0,5340.0,13340.0,11260.0,44375.0,42325.0,11510.0,9820.0,2340.0,26500.0,9740.0
2018-12-26,39060.0,83750.0,30960.0,26500.0,27860.0,13187.5,12375.0,43700.0,34060.0,27440.0,43900.0,86650.0,121666.6667,95000.0,66666.66667,145000.0,122840.0,3820.0,10900.0,12560.0,39300.0,114600.0,2460.0,16400.0,21400.0,12200.0,12100.0,25600.0,5340.0,13240.0,11560.0,44375.0,42325.0,11460.0,9820.0,2320.0,26600.0,9740.0
2018-12-27,40200.0,95000.0,30740.0,25500.0,27260.0,13250.0,12700.0,40560.0,32800.0,28440.0,49440.0,85850.0,120000.0,105000.0,65000.0,146666.6667,123660.0,3600.0,10000.0,13060.0,38800.0,109800.0,2460.0,16400.0,21900.0,12825.0,12100.0,25200.0,5340.0,13560.0,11600.0,44375.0,42450.0,12100.0,9960.0,2340.0,26740.0,9700.0
2018-12-28,39200.0,95000.0,31440.0,25500.0,27260.0,13375.0,12825.0,40060.0,33300.0,28440.0,48340.0,85850.0,120000.0,106666.6667,70000.0,146666.6667,123660.0,3800.0,10300.0,12910.0,38800.0,111800.0,2460.0,16400.0,21800.0,12950.0,12100.0,25500.0,5340.0,13560.0,11700.0,44375.0,42450.0,12100.0,9960.0,2340.0,26740.0,9800.0
2018-12-31,39200.0,95000.0,31440.0,25500.0,27260.0,13375.0,12825.0,40560.0,32800.0,28440.0,48340.0,85850.0,120000.0,105000.0,70000.0,146666.6667,123660.0,3800.0,10300.0,12910.0,38800.0,111800.0,2460.0,16400.0,21800.0,12950.0,12100.0,25500.0,5340.0,13560.0,11700.0,44375.0,42450.0,12100.0,9960.0,2340.0,26740.0,9800.0
